,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,-5183.896165072948,-3022.647723766585,688.3862427225662,57.92893141875972,349.28054496031507,-41.198725904724284,38.53916361745352,-248.58612743733354,501.9916554078293,619.2464176843872,19.338980559699685,-525.644609996112,-43.028662995073,-219.33699458117295,-338.26052487308806,11.936856317290054,40.98051853193295,436.6687142738439,108.97915163491581,537.5265948684158
1,-1866.697283943567,-4021.6390246833635,-1505.5735258170948,199.23992426999877,-640.2312598908567,-46.32552055465153,-17.921043185194932,455.58095812343737,196.41090443293012,785.5404873340226,-111.2299030733896,-671.9055094872126,-290.83455168588426,-510.57489498152904,-154.41043616133234,-61.41476906732189,-207.16148926747638,107.99685729455781,-231.49003957044891,-274.45737405604706
2,-3154.741654130476,-3461.985815520151,-1855.4420777087537,-153.33360801650528,-139.53362840548706,-29.232361998243658,-75.02392130453873,-130.23356926307542,358.0150371688743,-364.72190935987066,104.70859849843372,80.55725417490564,415.9741885681289,-124.10022967068146,-365.9221116528801,-266.42909433636197,112.34535607986543,40.79234668560458,-403.78500671473216,418.0975027384854
3,-1983.4335496251656,-598.0358036915705,-1509.1028724539924,-571.9430732783675,286.11375630681385,-68.00851337880478,26.596653007917947,88.31866246055972,-189.79674034909237,65.15648174676522,-543.6389780530282,189.30303376779707,-730.8688838733,-208.57252299935132,95.81926847151894,60.098308002287794,562.1855473906131,-84.65433839059104,51.29889340907756,-72.6798232145422
4,-3926.0940994342886,-2343.8419846636593,134.61945766447914,-187.94933027924364,-134.3228080849226,-54.67492566773768,-38.46095695561638,292.97672793404314,175.36514881836382,297.30031491483857,-118.60441709657985,-117.29218305122623,255.98287864131245,-490.3805420593094,127.54030701315874,106.81117145381518,-478.67869352597205,-313.5025977171726,-137.58375431352817,-160.15481119049565
5,-4365.900326895073,-3854.7386545460904,180.24875304158448,624.1308473486781,963.1529391829356,-5.432487573208489,16.328485415628293,-529.6479035393063,-648.1490345324225,140.72164065463093,67.5377093639185,-364.1675879421596,-814.585149778055,-93.23351426659535,318.9891198755056,-518.2265664522231,-588.0834171376669,-174.62116278323532,340.7650207849127,-228.87701265463878
6,-5010.280012923081,-3708.1726133464886,534.404360843485,563.3720199767188,887.7015880783679,-24.973091902481684,-66.29859959441373,-288.50739947523107,-911.126403591211,127.06880473335892,247.55882793218817,-130.76967229921712,450.5867194781209,192.55828913023458,570.341818900778,-409.6803305111578,160.82255034805718,43.03137816053245,-138.83304147178328,185.47762499903595
7,-4574.314745932766,-2643.006154656048,-750.8736443148341,-215.44535818389338,-583.9900399509429,-49.81971878653354,5.904186574105161,200.6212805047691,355.4929746554814,300.46402867315635,-450.26494373902034,237.16299039397398,217.00628097297596,-301.209834935828,-455.07749463300735,-66.53913916453037,227.39334909891204,-131.38094029061037,225.8194153801084,-34.90520385089911
8,-4368.846166996971,264.84525006306706,560.0188978627583,3945.3973593346946,4871.055404359157,23.583579972502697,53.66138254486897,-719.7498608125351,-326.00349673972914,-186.70983003444923,-43.94229420888353,176.7413795128048,-132.40145331838713,-29.116595554421327,631.5352604899945,-143.9483913841257,103.44775079652048,181.11995441736812,153.61243288508564,193.32246682325226
9,-5434.445198705323,-3720.447201052948,798.5012826743941,128.5693442370506,145.49879232437868,-24.284261520305407,39.016246593002926,-257.50747847557994,424.4101228685802,222.11289929138306,-251.64539417005088,233.49146400547426,359.96026121431646,-523.7942631483755,278.9486574293593,-11.330813581547739,-487.9755224747455,-24.878487959150718,313.52441137135776,369.54561564994737
10,-4474.768802089268,436.3515857391709,243.60871618928402,5154.415830872674,4916.898206855629,6.735437688812371,22.714303507371778,193.97880426754472,780.757185913689,73.1902660856027,-301.3173164494962,133.90951141432495,-413.3713894693458,39.38717197382621,-46.208326663218266,367.410870378742,455.1813809209745,-145.7097334515226,-77.78711778509293,-430.34630503040074
11,-5493.636519715296,-3836.697425920426,665.2052191146086,709.0885057962381,1038.6011828981027,-16.55821231645382,-136.13819779319542,-160.87226374003887,-1100.8213259316562,-176.68413671551505,308.33204748282776,-29.77536886618696,-35.59883704917485,262.9860208085858,-363.9117053425423,553.7120946430117,-345.289315011326,-218.02273458542427,422.6687605919238,68.00398404379804
12,-1156.9049673016098,-2820.821733048781,-1747.4833121001807,-8.784608955935921,34.68341812937912,-43.505224790685844,39.839723137807304,129.03146434783716,-77.24909135148773,579.2099769214522,-385.0919885489439,-361.96308539167046,-865.3710566517886,-399.62210366460454,-198.68820399954373,-90.81963651579844,-77.73468487344878,-217.1468921345946,262.2584921019685,-0.14377428888280225
13,-5392.88922707672,-3404.4843170148847,761.4291632609322,719.9713147984488,1113.0468352945422,-22.964995646766404,7.349143783628421,-340.1850912353194,-1150.019587381546,166.81764799064467,-223.62603914286356,222.71860358092042,62.94509235057858,142.1627543068758,-453.0769485070663,480.2528070798986,-106.0308626108613,-102.49461176656897,189.4361677379427,314.1193303561704
14,-4723.048680705276,510.1673556468967,-38.32037257837344,6160.535318474404,4630.803831115721,19.10629979573208,-99.60787195013687,1521.9854041207157,1405.1943879529128,-18.108203703916146,-766.8126271989963,542.7111947778853,-238.52016336678972,518.7300825529097,459.8025495932763,-174.29779882223767,256.15424179038627,-254.99593990274857,472.5590126187272,344.24571097604127
15,-5014.061606123685,985.6078358271526,-62.47810095404881,5215.823684277274,5243.521530690057,11.034878367264415,105.07258765667021,-253.40539039426193,1160.4423167879286,225.02820796798406,-340.6003174002041,115.23811206637275,95.74834986148075,-109.18438521141267,-440.5044055872106,163.43961346182613,162.08149948178917,10.999112196533398,24.974045300881762,-274.00228204991026
16,-3437.0456141541763,-3531.8582509770667,-2386.614044055525,55.08247432994607,-596.7268203508967,-12.463961002590331,-77.29263833504153,45.51676037289872,-344.5786138410471,-183.49602448422772,-201.44894450365246,366.359181111972,-303.76579124895125,512.1697116271827,-395.2556412826629,145.43888288971615,-172.70689949287717,-192.00230061974932,309.76247975853715,499.02222133695136
17,-3486.201488243915,-2954.501455300099,571.1290117080787,551.1248073706673,345.14240497230054,-47.227239398807406,-31.720833349258253,-12.926304003864885,-559.443882292914,304.4129947245933,-57.06195744214335,-117.8787778543192,211.11536052420672,347.5985669185922,125.65655411800029,699.6436502319344,451.26204361248153,-469.0813299799615,113.09734190734099,224.2678902661784
18,757.5246610424416,-328.4399732905578,-1191.459713949164,-182.52629648718175,299.1665582588329,-40.48860111876813,26.422854799130835,-198.56911353607123,-146.36880258693012,-87.9250667614951,-367.0695864355241,375.9848575088208,316.42446013769035,-343.4239910136794,-418.20331925833153,-86.73893394706172,215.27261442288938,-96.87619464800778,-138.10039565941216,37.42213445827671
19,-3477.798914452579,-628.5463505562371,-1213.149550689262,-134.82696101859452,86.23048149615872,-45.800979152547505,21.625200859773418,123.26465942422857,38.178507126823725,420.72046163432424,-308.309975105444,-109.46331171740957,-13.92157332298063,-20.972512624361894,-217.87386966376354,17.231461363155013,-185.4520718252207,-164.92113347390563,-205.03463420056514,-255.92988161253774
20,2996.642388097958,-1249.615467068474,-3754.323613178009,-1772.4886549798134,256.30228718824804,-68.40692887060334,-55.676154298689156,166.05709056303178,148.67013798177098,-464.9787777264047,-11.448677341633179,663.769221331433,630.3140853423944,-458.8809921481603,-205.54081345751544,-96.95941893106111,72.23475028980556,104.43618248272023,-251.42094620164667,-230.19588153529548
21,-4304.3698773994365,510.5253566784788,-288.65769397487844,-10.724300558753098,140.9413107950037,-40.22931463194928,-25.91988578984932,219.5099378556124,-84.9616303176173,-124.3509556023174,-405.2439011828612,532.9046457910064,296.81443729677113,260.7661357306157,-306.6462622907358,-647.8785533125986,133.97422893390905,-399.4948078448066,-73.63014469002329,37.86058617435897
22,-4193.033276839706,-1616.5658320875075,74.73093409901567,129.93806152782875,-267.30071738654453,-29.61045469181618,-10.977758664547686,185.22749196287825,38.67900033567071,-390.53650035781754,-505.60498014819046,520.4171773429073,-678.0919106431099,671.277329031866,76.07143581140356,48.31950027295098,-577.8362477516497,-172.96637029231633,-35.01478892418511,-265.3301765341835
23,-4163.319917149136,896.9615841000771,-204.4910469743238,5188.642999366466,5173.2111518102665,3.6604848636923952,109.95861791617719,-348.7139707339305,1170.2415821857105,-266.44423884818116,-407.6561319821967,379.5777544094243,-315.8295670094842,-318.6968538443648,465.9504599500241,67.41417418373265,557.9261560578833,-272.80929483254863,-95.34480115598224,-78.63838152069037
24,-4355.35725584202,440.1135144933203,277.1080851208054,5081.914742661924,4763.792461720414,27.39517912083881,29.528053087288733,4.056341881212424,1191.495230754827,110.24231395765257,-226.81353561468467,105.60497138283571,-175.07969590600734,-469.4630088516496,53.0578531007532,-68.47562961582017,-249.74523777387517,-257.6484108595406,469.4718320667575,265.7496364776088
25,-4020.531412187839,655.654834446438,441.98272495418377,5304.721259630457,5191.462742877681,25.563233445054433,-26.17995037680924,13.464229726226058,860.9092933270834,-458.37628982576274,21.19671125325474,254.1046530307422,-108.43149696519387,-231.82538531537998,-368.4122132571227,-214.70918624248893,160.68821183033032,274.3302489053177,-494.20376327006477,64.64579466955517
26,-3399.3308441216986,-1028.2173034407706,-1759.6634265390232,-890.9213965189305,162.62594148148347,-46.20976235301122,-33.08199126771474,-106.63204994468668,293.5807873554937,-28.00651025372527,-10.051613247549449,63.22066162623607,565.7122551407649,157.24062565241422,85.31051147005718,54.677794828166064,-565.6972526699395,-505.7237093250803,-133.65351084149253,-310.2853248511609
27,-4366.837253752917,-1729.064647845221,-133.89310248541003,-689.8747639364964,-7.93283942998259,-77.09030067574272,-32.2399233373001,336.19584476806403,540.9211841437896,293.551325707756,-40.26372263395191,-279.8236698832451,-223.93761169707858,-345.8505958012006,-211.08636115305413,-110.25958425655003,-24.19618309149413,-91.19099628073562,262.92510278069307,129.27673261584317
28,-5277.220147344102,-3776.918983232398,599.618285757376,-11.968410684389005,79.96792928214609,-38.646783210060434,0.26084341082638784,-59.94636462892083,451.1156927286249,-51.19386564205072,-260.5526649623987,266.3007630094142,41.255231872439346,725.2406430849526,-354.70555305532133,276.4948730698173,-84.79517139112599,-23.239280854140095,495.44538793377353,-40.52077403128722
